Deck ID,NMDS 1,NMDS 2,Neighbours average win rate,Games,Wins,Losses,Neigh1,Neigh2,Neigh3,Neigh4,Neigh5,Neigh6,Neigh7,Neigh8,Neigh9,Neigh10,Neigh11,Neigh12,Neigh13,Neigh14,Neigh15,Neigh16,Neigh17,Neigh18,Neigh19,NeighWin1,NeighWin2,NeighWin3,NeighWin4,NeighWin5,NeighWin6,NeighWin7,NeighWin8,NeighWin9,NeighWin10,NeighWin11,NeighWin12,NeighWin13,NeighWin14,NeighWin15,NeighWin16,NeighWin17,NeighWin18,NeighWin19,Neigh Loss1,Neigh Loss2,Neigh Loss3,Neigh Loss4,Neigh Loss5,Neigh Loss6,Neigh Loss7,Neigh Loss8,Neigh Loss9,Neigh Loss10,Neigh Loss11,Neigh Loss12,Neigh Loss13,Neigh Loss14,Neigh Loss15,Neigh Loss16,Neigh Loss17,Neigh Loss18,Neigh Loss19
RG421,-0.2031624,0.54644519,0.44859813,8,5,3,RG118,RG391,RG1323,RG757,RG1644,RG1275,RG1662,RG994,RG517,RG910,RG162,RG915,RG473,RG1311,RG964,RG486,RG563,RG1272,RG290,2,1,3,6,3,0,0,0,4,1,0,1,7,2,1,0,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
RG422,-0.2650181,0.16673763,0.56692913,7,4,3,RG35,RG1699,RG1388,RG649,RG1667,RG1189,RG1519,RG1008,RG912,RG654,RG1978,RG254,RG739,RG66,RG406,RG476,RG336,RG302,RG597,3,1,4,0,2,7,6,3,1,5,7,5,3,1,1,1,7,5,6,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,1,3,3
RG423,-0.4341296,0.06968681,0.53968254,6,3,3,RG241,RG1364,RG1394,RG1900,RG1682,RG937,RG181,RG1479,RG252,RG1100,RG679,RG1607,RG1830,RG322,RG555,RG1166,RG738,RG1985,RG242,2,6,1,1,5,1,1,7,2,1,6,4,6,5,1,5,5,4,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3
RG424,-0.2076032,-0.1768159,0.5203252,7,4,3,RG1546,RG778,RG1142,RG1989,RG1093,RG944,RG784,RG1117,RG1782,RG270,RG753,RG1124,RG1413,RG1991,RG351,RG1637,RG1308,RG172,RG499,3,1,1,3,3,7,1,1,6,1,4,3,6,5,0,3,6,1,5,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
RG425,-0.22408,0.04312594,0.56,9,6,3,RG1783,RG901,RG1635,RG1303,RG538,RG2000,RG920,RG1563,RG916,RG20,RG1470,RG338,RG1001,RG1066,RG1091,RG156,RG364,RG492,RG1390,7,3,6,1,3,2,3,3,1,4,7,0,0,7,4,1,1,4,7,2,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,2
RG426,0.08606469,-0.4152359,0.54918033,9,6,3,RG1696,RG149,RG262,RG1336,RG1981,RG410,RG462,RG851,RG594,RG826,RG1495,RG591,RG253,RG1775,RG104,RG1778,RG1950,RG1944,RG1083,1,7,2,7,0,2,0,2,7,3,2,5,2,5,4,1,5,4,2,3,1,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3
RG427,-0.092348,-0.2926448,0.56,9,6,3,RG1722,RG1453,RG1278,RG41,RG867,RG1434,RG844,RG396,RG1814,RG663,RG437,RG1766,RG764,RG815,RG1454,RG1600,RG1077,RG232,RG1528,2,7,5,3,1,2,5,6,7,2,1,7,2,7,2,0,0,1,4,3,2,3,3,3,3,3,3,2,3,3,1,3,2,3,3,3,3,3
RG428,-0.4985208,0.0158721,0.4957265,6,3,3,RG1079,RG181,RG208,RG1394,RG1985,RG241,RG945,RG1319,RG423,RG1805,RG355,RG1607,RG205,RG738,RG510,RG1364,RG1900,RG1769,RG150,1,1,7,1,4,2,4,1,3,4,1,4,1,5,6,6,1,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
RG429,0.02989673,0.07197066,0.56349206,7,4,3,RG1973,RG881,RG1097,RG1469,RG171,RG807,RG1351,RG573,RG491,RG1615,RG1866,RG756,RG19,RG1584,RG1094,RG215,RG1655,RG1182,RG1255,7,0,2,1,4,0,6,4,7,4,3,4,1,0,7,5,2,7,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,2,3
RG430,-0.0851675,0.07799356,0.51639344,8,5,3,RG1138,RG1856,RG1580,RG647,RG1558,RG1452,RG509,RG1193,RG1839,RG619,RG1227,RG601,RG1597,RG1631,RG1784,RG1333,RG33,RG1785,RG940,1,5,5,0,3,4,6,1,4,4,3,1,4,1,7,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
