Deck ID,NMDS 1,NMDS 2,Neighbours average win rate,Games,Wins,Losses,Neigh1,Neigh2,Neigh3,Neigh4,Neigh5,Neigh6,Neigh7,Neigh8,Neigh9,Neigh10,Neigh11,Neigh12,Neigh13,Neigh14,Neigh15,Neigh16,Neigh17,Neigh18,Neigh19,NeighWin1,NeighWin2,NeighWin3,NeighWin4,NeighWin5,NeighWin6,NeighWin7,NeighWin8,NeighWin9,NeighWin10,NeighWin11,NeighWin12,NeighWin13,NeighWin14,NeighWin15,NeighWin16,NeighWin17,NeighWin18,NeighWin19,Neigh Loss1,Neigh Loss2,Neigh Loss3,Neigh Loss4,Neigh Loss5,Neigh Loss6,Neigh Loss7,Neigh Loss8,Neigh Loss9,Neigh Loss10,Neigh Loss11,Neigh Loss12,Neigh Loss13,Neigh Loss14,Neigh Loss15,Neigh Loss16,Neigh Loss17,Neigh Loss18,Neigh Loss19
WB1792,0.112683897,0.287434221,0.578125,5,2,3,WB1136,WB651,WB950,WB828,WB1194,WB146,WB1937,WB523,WB664,WB577,WB951,WB1980,WB572,WB122,WB1987,WB753,WB1446,WB930,WB1680,0,4,6,6,4,7,3,2,4,3,7,1,2,2,5,2,6,7,1,3,3,3,3,3,0,3,3,3,3,2,3,3,3,3,3,3,1,3
WB1793,-0.307715587,0.225494407,0.552,7,4,3,WB63,WB1691,WB411,WB1546,WB1813,WB255,WB45,WB641,WB331,WB891,WB1844,WB381,WB193,WB1376,WB1767,WB1722,WB815,WB1169,WB1978,2,7,2,1,5,1,4,6,1,6,1,4,0,7,0,5,2,5,6,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3
WB1794,0.431627239,-0.194724775,0.448598131,4,1,3,WB201,WB176,WB208,WB1042,WB729,WB1118,WB914,WB298,WB1882,WB1822,WB867,WB206,WB1117,WB1193,WB1771,WB899,WB859,WB943,WB848,3,4,1,0,1,2,0,3,0,4,4,1,6,3,0,7,2,6,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
WB1795,-0.203259925,-0.243392922,0.486956522,7,4,3,WB1097,WB241,WB1550,WB281,WB1532,WB585,WB1410,WB418,WB1353,WB1091,WB520,WB1151,WB1708,WB1131,WB314,WB704,WB912,WB1631,WB1217,4,7,2,0,5,2,2,5,2,1,5,0,3,2,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
WB1796,-0.149495755,0.147856932,0.657342657,9,7,2,WB362,WB1321,WB1664,WB814,WB707,WB604,WB466,WB1801,WB588,WB1537,WB485,WB184,WB1067,WB1099,WB956,WB1354,WB620,WB86,WB1051,0,7,7,6,2,6,7,1,6,7,4,5,7,7,3,2,4,2,4,3,2,0,3,3,3,1,3,3,2,3,3,1,2,3,3,3,3,3
WB1797,-0.073083776,-0.242008672,0.5625,5,2,3,WB888,WB1308,WB913,WB1605,WB41,WB1908,WB931,WB1323,WB303,WB1569,WB1935,WB1986,WB354,WB429,WB444,WB471,WB1049,WB53,WB7,6,2,1,6,3,2,0,4,1,6,7,3,5,5,0,4,2,6,7,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1
WB1798,0.303640591,0.074163329,0.453703704,4,1,3,WB1071,WB1344,WB462,WB1635,WB1954,WB573,WB1883,WB156,WB895,WB1163,WB1630,WB47,WB1984,WB88,WB1395,WB1973,WB625,WB717,WB596,0,2,0,7,4,5,3,0,6,0,0,1,1,2,3,2,5,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
WB1799,0.18098047,-0.339440278,0.544715447,4,1,3,WB1833,WB1288,WB699,WB135,WB384,WB1614,WB1044,WB355,WB871,WB1174,WB107,WB1548,WB1115,WB1829,WB861,WB1688,WB1997,WB1890,WB1062,1,4,0,4,1,4,5,1,7,7,2,1,4,7,2,5,7,4,0,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,2,3,3
WB1800,-0.015553245,-0.022442585,0.540983607,9,6,3,WB646,WB1894,WB1388,WB925,WB978,WB1726,WB1996,WB180,WB1842,WB984,WB875,WB500,WB61,WB397,WB138,WB898,WB1460,WB942,WB1939,4,7,0,2,4,4,2,1,1,0,0,4,4,2,2,7,7,3,6,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3
WB1801,-0.153989628,0.17076113,0.623188406,4,1,3,WB1664,WB1537,WB184,WB1321,WB362,WB588,WB86,WB1802,WB1796,WB604,WB1652,WB478,WB540,WB282,WB357,WB956,WB466,WB814,WB707,7,7,5,7,0,6,2,4,7,6,2,0,3,5,6,3,7,6,2,0,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,1,3,3
WB1802,-0.169363223,0.184538859,0.618320611,7,4,3,WB357,WB478,WB1537,WB1652,WB1801,WB588,WB805,WB441,WB1269,WB1664,WB1495,WB184,WB86,WB839,WB540,WB1386,WB153,WB362,WB1321,6,0,7,2,1,6,4,2,7,7,3,5,2,6,3,7,2,0,7,3,3,2,3,3,3,3,3,1,0,3,3,3,3,3,0,3,3,2
WB1803,0.242069192,-0.321280894,0.604477612,3,0,3,WB873,WB1688,WB666,WB135,WB871,WB251,WB1997,WB173,WB355,WB1737,WB1678,WB1614,WB1964,WB1799,WB437,WB1778,WB107,WB861,WB1885,0,5,2,4,7,7,7,7,1,4,6,4,5,1,7,6,2,2,4,3,3,3,3,2,1,2,2,3,3,3,3,3,3,1,3,3,3,3
WB1804,-0.277444808,0.302443914,0.532786885,3,0,3,WB1444,WB815,WB1977,WB294,WB381,WB1844,WB570,WB1813,WB1751,WB258,WB1110,WB63,WB543,WB1776,WB1235,WB641,WB255,WB366,WB31,7,2,5,5,4,1,5,5,1,6,3,2,0,2,3,6,1,4,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
